"","denovo54","denovo34","denovo619","denovo612","denovo428","denovo424","denovo997","denovo71","denovo76","denovo672","denovo1254","denovo444","denovo1233","denovo1089","denovo388","denovo464","denovo468","denovo109","denovo108","denovo107","denovo102","denovo1079","denovo92","denovo93","denovo90","denovo91","denovo96","denovo97","denovo98","denovo99","denovo180","denovo6","denovo7","denovo343","denovo344","denovo163","denovo168","denovo1100","denovo577","denovo1443","denovo104","denovo142","denovo147","denovo146","denovo1124","denovo551","denovo556","denovo976","denovo895","denovo897","denovo961","denovo379","denovo810","denovo536","denovo534","denovo532","denovo539","denovo150","denovo2","denovo1358","denovo320","denovo186","denovo121","denovo125","denovo691","denovo547","denovo516","denovo517","denovo73","denovo74","denovo703","denovo705","denovo859","denovo287","denovo357","denovo299","denovo1466","denovo1398","denovo1399","denovo727","denovo877","denovo874","denovo308","denovo1077","denovo263","denovo1663","denovo815","denovo1253","denovo1252","denovo443","denovo244","denovo245","denovo62","denovo69","denovo63","denovo61","denovo60","denovo67","denovo764","denovo837","denovo1025","denovo1651","denovo227","denovo580","denovo596","denovo599","denovo40","denovo42","denovo45","denovo44","denovo49","denovo48","denovo787","denovo789","denovo788","denovo831","denovo201","denovo209","denovo1083","denovo27","denovo26","denovo25","denovo24","denovo23","denovo22","denovo21","denovo20","denovo29","denovo46","denovo1780","denovo956","denovo1568","denovo628","denovo626","denovo627","denovo624","denovo58","denovo59","denovo1224","denovo124","denovo601","denovo602","denovo1355","denovo770","denovo660","denovo1262","denovo471","denovo1621","denovo1626","denovo1092","denovo396","denovo392","denovo398","denovo139","denovo640","denovo135","denovo41","denovo43","denovo1287","denovo1006","denovo132","denovo130","denovo1207","denovo114","denovo115","denovo116","denovo84","denovo87","denovo86","denovo81","denovo89","denovo1115","denovo563","denovo562","denovo565","denovo566","denovo908","denovo4","denovo191","denovo351","denovo681","denovo172","denovo170","denovo546","denovo966","denovo1632","denovo1306","denovo152","denovo37","denovo30","denovo31","denovo32","denovo33","denovo182","denovo1157","denovo529","denovo1817","denovo315","denovo330","denovo333","denovo338","denovo192","denovo193","denovo295","denovo939","denovo1414","denovo184","denovo1066","denovo489","denovo482","denovo480","denovo1","denovo3","denovo5","denovo8","denovo9","denovo413","denovo417","denovo17","denovo255","denovo251","denovo15","denovo238","denovo79","denovo70","denovo75","denovo753","denovo88","denovo1119","denovo235","denovo232","denovo582","denovo586","denovo584","denovo588","denovo16","denovo56","denovo57","denovo53","denovo50","denovo51","denovo19","denovo13","denovo11","denovo14","denovo1336","denovo777","denovo824","denovo826","denovo820","denovo823","denovo1562","denovo160","denovo1008","denovo1009","denovo1553","denovo213","denovo216","denovo219","denovo512","denovo223","denovo1633","denovo35","denovo36","denovo38","denovo794","denovo1214","denovo904","denovo187","denovo1575","denovo1394","denovo630","denovo18","denovo10","denovo1117","denovo1212","denovo406","denovo1104"
"DA01333",0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,0,0,0,4519,0,0,0,0,0,0,2,0,0,0,0,4,3,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,3,1,0,2,0,0,0,0,4,0,0,0,0,1,4,6,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,5,10,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3
"DA00896",0,130,2,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,11,1,1,0,0,0,0,0,0,7,1679,0,0,0,1,0,3,0,0,0,0,0,3,21,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,8,0,0,0,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,165,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,5,1,0,8,2057,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,10,4,21,1,0,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,1,0,12,2,0,0,11,0
"DA01018",0,0,0,0,10,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,6,4,0,7,2,0,10,6,0,5,0,22,0,0,1,0,1,0,0,0,0,1,2,2,0,6,0,0,0,1,0,0,0,0,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,11,14,0,1,0,0,1,0,0,0,0,0,0,7,0,2,1,0,1,0,0,0,0,0,11,1,0,0,2,0,166,8,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,23,0,0,0,0,1,2,80,0,1,2,3,16,0,0,1,0,1,0,0,6,0,1,0,2,1,0,5,0,0,0,18,1,0,0,2,5,0,0,8,0,811,1,358,32,0,0,0,0,0,0,293,0,0,0,4,0,0,0,1,0,5,2,0,2,31,0,0,0,3,0,0,23,413,0,1,0,0,0,0,0,1,4,0,0,0,5,0,2,0,0,0,2,0,0,0,1,1,0,0,0,20,0,18,0,0,0,1
"DA01186",40,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,523,2,4,0,0,0,0,0,0,2761,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"DA01068",13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,93,0,25,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,20,0,0,39,35,0,0,0,1,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,115,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,170,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,157,104,369,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,549,0,0,0,1,5,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1526,0,0,0,0,9,0,0,274,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA01210",3,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,14,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,69,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,3,0,0,178,50,0,0,2,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"DA01167",20,5,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,9,15,1,0,0,2,0,0,0,0,9,2,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,333,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,2,1,1,0,0,1,0,0,22,0,0,0,0,0,0,1,4,0,5,0,0,1,5,133,0,12,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,11,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,1,0,3,59,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,2675,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,4,0,0,0,0,6,0,0,1,3,1,3,6,0,0,0,0,2,0,0,0,0,0,1,5,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0
"DA01041",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,438,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,99,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,25,0,200,0,26,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,23,783,0,0,0,0,1,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,2,4,1,0,0,4,34,0,0,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DA00988",0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4132,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0
"DA01384",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,37,90,0,0,0,0,0,0,0,0,7,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,26,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0,0,116,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,114,0,14,0,78,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,10,27,0,0,0,1,0,0,0,8,0,393,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1985,1,0,0,0,0
"DA00926",21,5,0,0,0,0,2,0,0,0,2,0,1,2,2,0,0,0,0,2,0,3,1,1,0,0,0,1,0,0,0,24,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,3483,0,0,0,0,0,0,0,6,0,3,0,2,0,2,0,0,0,0,0,0,5,1,3,7,1,0,0,0,0,0,0,0,7,0,0,4,0,11,0,0,1,0,3,3,4,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,5,0,1,3,0,26,0,0,0,0,78,157,0,15,0,201,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,1,0,4,5,4,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0,1,7,5,0,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178,1,0,0,0,0,0,0,0,1,0,12,3,0,3,1
"DA00658",11,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,3,0,6,9,0,0,0,0,11,0,0,192,255,0,0,0,0,0,0,0,0,0,78,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,234,10,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,13,5,0,1,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,4,0,0,5,0,0,0,1,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,5,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161,0,0,241,0,0,1,0,0,3,1,3,0,0,0,0,10,0,0,0,0,0,0,0,247,0,0,0,9,0,3,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,74,8,0,0,0,1,0,0,1,0,56,0,0,0,0
"DA00153",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,0,0,11,0,0,0,0,0,81,0,19,1,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,2,5,1,0,0,0,4,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,19,0,0,366,0,0,0,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,1,78,4,12,0,135,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,19,0,0,0,0,0,2,0,8,32,0,0,0,0,75,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,31,2,87,0,0,0,0,0,0,0,2,16,1,0,0,0,0,0,0,0,0,17,3,31,8,94,1,0,0,5,0,1,0,0,46,0,0,0,0,8,0,0,0,0,0,2,6,0,29,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,132,15,0,0,0,0
"DA00283",31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA00430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,4,48,0,0,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,15,0,0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1267,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,430,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA00740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,844,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,778,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DA00346",0,37,0,0,0,0,0,0,65,0,0,0,1,0,0,1,0,68,0,3,11,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,274,0,5,0,5,0,0,0,0,0,57,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,1,95,0,0,0,0,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,4,1,12,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,208,2,0,0,14,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,23,0,0,0,12,0,0,0,0,337,0,1268,1,0,1,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,4,1,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,75,40,0,0,0,0
"DA00621",0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,9,0,0,0,0,0,4,0,228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,146,17,0,28,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,4,0,0,0,0,0,20,0,2,3,1,27,0,2,2,0,0,0,0,0,0,0,138,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,47,29,35,129,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,22,0,0,70,101,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,102,150,0,0,0,0,0,0,0,145,12,0,0,0,0
"DA00470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,6,0,757,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,8,0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,445,0,0,0,5,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,326,0,0,0,0
"DA00565",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,1,3,0,0,0,1,3,0,407,533,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,101,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,54,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,0,5,4,1,0,0,13,0,0,0,0,0,19,0,0,1,0,0,0,0,3,1,0,126,1,0,0,1,0,1,0,0,0,0,1,164,0,0,3,1,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,3,939,0,94,0,160,0,0,0,0,0,0,4,0,3,6,0,54,0,0,1,0,0,0,0,7,1,0,0,87,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0
"DA00307",0,19,0,0,0,0,0,0,0,0,0,0,2,0,1,0,34,23,0,61,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1106,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,3,0,2,1,0,0,2,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,0,0,54,0,9,0,0,0,0,0,0,0,0,4,3,11,0,1,0,0,1,1,0,3,117,0,4,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"DA00491",0,8,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,634,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,79,3,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,90,0,0,0,0,0,0,24,2,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,2,0,0,0,0,0,20,5,10,233,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,468,0,0,0,0,1,0,7,0,0,0,0,0,70,1,0,0,0,0,6,0,0,0,1,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,1,0,136,0,0,0,0,1
