"","g__Turicibacter","g__Parabacteroides","g__[Ruminococcus]","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__[Eubacterium]","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0122.b",0,13,516,39,28,23,144,1855,0,8,0,1802,0,13,4,5,0,566,0,0,0,2,0,2,11,20,0,0,0,8,0,325,0,973,0,41,85,0,34,0,16,0,0,4,0,0,2,0
"1939.SKBTI.0124",0,645,2275,2241,79,130,165,31486,0,1175,194,7259,0,1002,269,5345,9,1325,1,11,0,1,1,0,1,153,0,0,13,35,1,13,0,492,0,213,2266,25,62,1,51,196,334,325,69,5,79,1
"1939.SKBTI.0129",0,60,1773,50,89,36,87,19635,15,4025,776,1117,0,50,112,1073,1,156,732,5,4,12,8,1,77,204,0,0,26,29,35,59,4,389,15,300,941,2,15,2,78,0,7,103,10,19,91,294
"1939.SKBTI.0164",0,7945,1235,6709,59,45,250,51299,32,10256,189,5801,5,11372,299,1404,8,145,5979,1,5,3,36,26,7,232,1,11,1,21,5,484,164,7550,142,871,6003,6,375,773,53,6,338,3,303,90,1988,1954
"1939.SKBTI.0147",0,378,1972,330,7,14,426,12531,9,6669,91,1346,0,162,77,496,1,227,1299,0,0,1,2,12,3,57,0,0,42,3,1,64,143,837,19,720,630,13,61,71,25,24,1,16,44,208,75,0
"1939.SKBTI.0150.b",0,59,30,372,193,5,40,2950,6,413,22,307,0,83,6,28,0,37,107,0,1,3,10,4,0,7,0,0,0,47,1,188,4,59,32,79,281,2,211,0,1,0,0,23,7,0,0,53
"1939.SKBTI.0159",0,19,78,40,0,0,125,8084,0,99,3,139,42,7572,7,2930,0,14,20,0,0,0,1,3,0,2,0,0,2,0,0,0,0,20,29,32,13,0,156,1093,302,129,14,12,0,0,2,6
"1939.SKBTI.0149",0,3,15,17,4,1,193,320,4,75,0,70,0,9302,1,1657,476,3,7,0,0,0,24,19,0,0,0,0,0,5,7,1,0,14,4,6,21,1585,78,12,10,0,5,0,0,2,4,3
"1939.SKBTI.0158",0,2067,1559,4053,1,31,33,21853,12,10600,149,4749,1,181,1500,5353,1,567,1,0,1064,1,0,0,3,172,0,0,0,6,3,2,73,1509,3,1420,874,20,50,11,0,0,556,350,49,37,162,192
"1939.SKBTI.0170",0,39,60,14,10,3,585,41833,0,2118,62,1285,0,3751,14,66,6707,10,1,0,0,7,0,102,1,3,86,0,0,4,0,14,0,41,1,494,264,0,94,436,149,5,8,0,1,14,12,0
"1939.SKBTI.0174",53,5,135,200,51,4,102,5950,2,41,1,103,91,17765,7,24225,78,3,31,0,1,9,2,356,0,1,7,0,0,97,1,2,0,29,107,14,42,1,426,3293,1135,202,11,3,0,3,2,10
"1939.SKBTI.0177.b",0,57,64,327,0,7,15,5988,7,505,2,231,25,656,8,301,0,62,0,0,0,0,7,34,1,8,0,0,0,7,23,5,9,39,20,129,74,4,64,7201,205,0,2,2,0,0,0,2
"1939.SKBTI.0182",0,766,16903,6022,2,118,31,44114,8,201,38,853,0,14,17,15,1,297,53,0,89,1,1,0,2,10,0,0,0,1,1,4,0,103,7,2154,355,1,41,0,4,0,1,0,5,198,15,2
"1939.SKBTI.0184",0,31,1382,15,54,9,1111,19530,3,3491,23,1490,1,124,149,3899,1,2132,6,0,2,0,0,3,31,425,1,0,2,44,3,42,146,2973,2,758,821,0,36,9,3,0,2,0,1,51,18,6
"1939.SKBTI.0188",0,2750,541,7521,88,1567,23,29089,33,11784,417,3438,2,198,247,38,3,106,8,178,4,4,5,5,25193,1720,0,0,1015,72,1,1698,65,4818,2,369,4561,16,32,5,15,1,1147,77,270,295,5065,1933
"1939.SKBTI.0190",0,39,741,1908,16,41,16,25430,17,1308,108,3217,102,647,164,4815,2,88,455,1,3,3,6,27,3086,645,0,0,286,6,1,30,0,1296,23,163,1050,0,137,41,477,70,24,71,21,11,1208,18
"1939.SKBTI.0191",0,721,276,545,23315,60,116,4498,0,2652,133,1284,0,64,185,39,1,150,723,59,89,0,5,2,30,17,1,0,2,157,3860,445,6,1500,5,143,787,0,321,5,3,0,112,26,9,2,86,61
"1939.SKBTI.0120",0,431,1637,6438,1,29,110,27950,0,5252,14,5273,0,24701,131,31,2,63,1,0,0,8,6,3,2,324,0,0,74,1,0,10,1,380,5,1473,890,7,19,4,47,3,11,1,0,0,9,172
"1939.SKBTI.0180",0,1488,4534,3178,42,89,1175,70984,49,29892,1025,8375,4,1228,766,3163,4,351,5693,0,0,1,4,14,3,276,0,0,207,23,1,432,757,5324,52,2873,2622,0,128,520,64,150,8,6,239,442,221,1
"1939.SKBTI.0176",0,3161,84,1647,5,521,18,20479,0,2743,106,2265,0,68,294,71,3,111,10,2,0,0,8,1,2563,189,1,1,113,0,24836,265,167,1952,0,461,610,34,39,5,10,1,96,34,2,3,1672,677
"1939.SKBTI.0152",0,2848,871,2813,114,476,71,43083,11,5766,509,4725,0,24,431,6,1,235,8,120,10,1,11,20,30,364,1,0,2,37,181,471,181,2783,3,1589,2969,35,36,1,14,0,10,0,20,58,351,181
"1939.SKBTI.0192",0,389,223,2904,9,19,17,23803,39,1479,205,1173,1,551,204,102,1,68,253,0,2,12,2,8,5,624,1,0,241,2,7,25,0,633,2,74,898,1,20,41,14,3,11,9,24,1,288,845
"1939.SKBTI.0202",0,1437,4440,9644,5,163,270,42090,36,14738,194,5033,4,185,503,3892,3,574,1233,0,454,0,67,48,10,166,1,0,2,7,8,2384,2,1486,29,1904,1825,7,399,1150,258,1,144,2,29,74,429,1163
"1939.SKBTI.0206",0,437,1802,63,38,34,289,19691,2,6724,245,4408,0,159,246,30,2,407,22,0,3,0,26,11,35,8,0,0,0,146,0,7,10,754,40,332,1254,24,197,46,32,0,79,0,0,26,5,0
"1939.SKBTI.0208",0,3162,468,941,19,38,1,5392,0,977,25,900,4,40,39,2608,0,221,1,1,191,2,5,1,0,169,0,0,152,10,0,46,6,216,0,74,349,0,57,0,104,0,5,0,1,15,3326,0
"1939.SKBTI.0212",0,921,1086,1346,1,19,48,15722,6,968,28,466,0,666,1,3488,0,37,2,0,506,0,26,150,127,93,0,0,84,0,2,35,0,7,24,55,242,0,100,149,2336,268,11,16,0,0,495,1121
"1939.SKBTI.0204.b",0,174,371,592,5,14,36,8392,21,1087,89,831,0,34,127,134,1,175,110,0,1,3,0,1,1,217,0,0,0,10,1,84,6,306,0,550,218,2,17,0,8,0,4,0,28,16,285,112
"1939.SKBTI.0219",0,4248,2053,209,2,20,246,57672,115,15558,12,2537,200,1248,144,17,4,17,24,0,569,21,20,283,0,486,0,0,26,4,3,11,0,74,65,1923,234,0,287,33,1699,450,9,0,0,160,58,1819
"1939.SKBTI.0232",0,7124,142,8601,14,1,981,33379,0,3420,1,1918,0,3858,2,2694,2086,27,12,0,72,0,1675,44,32,14,0,0,166,1449,3,33,1,65,811,22,1290,450,566,1,4205,133,1,0,0,1,2,13
"1939.SKBTI.0234",0,1589,406,1213,3,8,79,17670,0,2055,46,1076,3,782,9,2285,2,103,1767,1,0,9,0,0,5,404,2,0,448,0,2,28,0,71,7,21,505,2,13,40,302,58,4,9,3,13,721,708
"1939.SKBTI.0236",0,628,502,1524,2,65,10,22389,1,4132,462,2903,0,115,199,81,0,120,4,1,625,3,2,1,1,96,0,6,32,0,1893,975,45,1206,2,385,584,0,47,0,11,1,241,0,15,9,108,200
"1939.SKBTI.0238",0,1667,558,4312,40,37,542,24421,4,10380,166,2143,12,3501,333,1303,0,167,1235,0,4,0,18,21,3,1440,0,1,336,19,1,36,53,1091,39,90,1632,5,125,292,70,3,117,38,14,5,1,1
"1939.SKBTI.0241",7,68,1605,61,105,52,26,3708,0,1235,205,2953,0,36,220,7749,0,103,36,0,9,12,14,0,0,40,0,0,0,948,0,199,419,174,8,1411,264,249,27,0,3,0,0,12,10,15,159,88
"1939.SKBTI.0242",0,889,422,3580,0,11,64,18628,0,2729,51,1347,42,601,51,23,1,52,0,3,1,0,5,16,0,1083,0,0,21,0,281,522,1,568,15,148,663,0,204,17,38,0,0,0,0,0,960,14
"1939.SKBTI.0244.b",5,6041,540,1311,34,2,146,4523,0,14,118,888,0,109,142,1178,0,0,0,0,0,14,1,0,3,12,0,0,0,117,1,8,1026,665,0,292,58,0,110,0,0,0,5,0,0,3,0,0
"1939.SKBTI.0246.b",0,684,326,1120,1,7,7,5013,0,2074,2,310,3,34,1,368,0,428,0,0,0,0,2,33,1,10,0,0,0,0,0,1,0,1,7,47,23,55,59,2,22,0,6,0,0,0,1,0
"1939.SKBTI.0247",0,2,11,1,0,1,0,17256,0,20,1,94,0,2,1,8363,2163,4,0,0,0,0,0,1,0,0,52,0,0,0,8,0,0,8,18,0,5,0,2,1,2,90,1,0,0,0,0,0
"1939.SKBTI.0251",0,5321,354,7514,0,37,22,33301,0,3746,210,5111,0,24,232,3426,2,339,0,3,150,0,0,3,4,1128,0,0,122,0,0,40,4,460,0,183,893,1,5,1,3,5,8,52,9,60,1105,2222
"1939.SKBTI.0258",1,4512,434,3801,138,637,23,24546,0,5347,961,4799,0,77,615,37,1,142,1832,112,994,40,0,0,209,241,0,2,202,40,4238,1919,1059,2179,0,475,3261,183,33,4,8,0,780,92,38,2,1048,344
"1939.SKBTI.0266",0,1229,35,239,0,5,63,20820,8,748,86,564,0,260,152,539,2,35,219,4,0,2,2,5,75,240,0,0,223,0,583,242,6,205,9,11,1004,0,44,8,4,0,11,0,20,52,697,590
"1939.SKBTI.0263",0,586,281,2387,0,0,415,14362,0,15,1,1255,3,2607,224,3254,5,3,4,0,1,0,14,13,1,167,0,0,0,0,0,1,0,194,33,145,220,0,292,48,1379,0,2,2,7,17,1,3
"1939.SKBTI.0250.b",0,1406,337,22,107,9,245,9829,3,4698,145,1308,11,105,147,454,0,54,13,0,91,4,51,5,1,178,0,0,17,57,2,183,34,513,89,74,548,1,439,2,16,0,2,17,0,6,10,0
"1939.SKBTI.0233",0,3894,334,603,5,36,200,23699,15,40,0,2243,21,262,131,1540,1,82,2,0,0,11,68,23,1,137,0,0,0,4,2,2,1,590,34,89,420,0,287,1,19,0,26,5,45,36,978,1
"1939.SKBTI.0235",0,191,323,721,0,23,100,12954,0,1276,0,1313,0,26,3,2011,1,61,1,0,3,9,0,6,374,100,0,0,9,1,0,10,0,92,5,22,93,0,10,113,71,17,6,0,6,0,76,205
"1939.SKBTI.0237",0,127,781,146,93,15,165,25040,12,808,38,3059,78,363,135,5508,1,694,44,0,6,0,34,34,3,99,1,0,9,31,4,14,4,130,27,274,100,0,219,18,213,0,1,0,5,13,4,2
"1939.SKBTI.0254.b",0,988,440,822,407,15,62,17879,13,986,119,919,1,772,477,11,1,196,5,0,71,0,16,6,2,75,0,0,17,139,5,194,7,192,12,56,432,0,100,3,27,2,0,1,8,24,430,79
"1939.SKBTI.0279",0,5,288,1046,11,8,25,9825,5,7546,5,485,1,3381,138,1922,122,500,15,0,116,7,0,0,1,249,0,0,1,5,2,45,0,219,0,14,396,0,8,21,63,12,18,14,36,7,397,12
"1939.SKBTI.0280",0,2,6,4,3,0,0,1985,0,13,8,17,0,10414,0,101,0,0,12,0,0,3,3,19,0,2,0,0,2,0,0,0,0,1,1,18,4,38,168,887,12,1,0,0,0,0,2,0
"1939.SKBTI.1347",0,3,11285,11,2473,0,2135,100,0,26,1,37,10,17175,6,37863,1540,11,1,0,0,1,20,61,1,364,163,0,1,5805,18,9,0,7,46,16,4593,383,145,9,29,59,516,0,0,0,19,1
"1939.SKBTI.0286",4,1565,1477,682,91,279,146,9347,9,11359,328,2109,482,403,179,182,13,85,403,0,1,7,22,77,4,88,0,2,19,184,4,171,1,1966,79,1176,846,1,297,49,318,1,361,18,42,434,621,132
"1939.SKBTI.0281",1,200,539,134,331,22,69,10771,0,286,702,1992,9,4871,426,5811,23,282,15,0,10,0,22,12,1,26,0,0,7,109,2,602,728,689,18,293,23,2,224,15,153,6,2,0,0,19,111,3
"1939.SKBTI.0283",1,548,948,10,42,17,8,14610,1,5091,94,1021,0,173,526,84,20,121,850,3,1,5,0,16,1,134,0,0,0,15,9,72,29,356,8,120,998,3,20,67,106,10,2,0,3,3,2082,1
"1939.SKBTI.0284",0,842,452,3482,3,97,272,16509,4,1774,28,1267,0,1285,29,5,0,121,2569,0,2,1,0,21,5593,123,1,0,1,1,0,0,1,165,12,6,454,3,70,2,10363,3,0,2,1,2,1483,1
"1939.SKBTI.0285",0,220,189,6027,0,5,46,25577,0,5025,78,1096,0,5398,2,8260,1,28,1449,0,0,5,2,11,11,11,0,0,0,0,4,4,2,150,13,764,405,0,68,22,355,0,47,0,0,0,5,32
"1939.SKBTI.0274.b",0,3,8,4,1,1,4,3656,1,3266,35,3401,0,3152,14,3148,10,22,8,0,0,6,0,0,2,4,0,0,0,0,0,14,0,142,0,12,383,0,6,1,0,0,0,0,2,3,63,0
"1939.SKBTI.1348",0,6,4685,9,632,1,761,52,0,6,1,31,1,5586,2,25013,1166,2,1,0,0,0,7,26,0,107,52,0,0,1823,2,3,0,2,16,1,1408,115,28,2,0,27,240,0,0,1,2,1
"1939.SKBTI.1352",0,151,171,22,0,795,4,1852,0,15918,160,3649,0,12,565,7,0,104,1,15,22,2,2,0,0,213,0,5,30,0,12574,1755,26,5837,0,26,2337,1,20,0,4,0,59,23,62,66,674,305
"1939.SKBTI.1353",0,228,317,2,11,948,4,2162,4,16019,230,5515,0,5,1345,34,0,92,0,14,9,0,2,1,0,242,0,5,19,1,10379,2989,2,9172,9,56,3838,4,55,0,0,0,87,25,29,94,600,310
"1939.SKBTI.1086",2,1181,876,1710,1,86,1,24795,0,6951,617,4458,0,1,457,10,0,420,0,2,0,0,3,0,1,541,0,9,450,0,4,826,0,2934,0,846,1153,24,2,0,30,0,34,0,210,666,4604,793
"1939.SKBTI.1087",0,22,390,60,212,2,80,10376,0,6810,1438,1390,2,1836,397,16460,0,17,0,2,10,13,0,6,9,0,0,0,0,56,1,512,512,317,12,566,88,14,98,364,33,0,29,8,0,0,14,11
"1939.SKBTI.1093",0,918,1114,1857,123,7,7,15911,0,4373,209,1626,0,44,269,8,0,200,0,8,0,0,0,5,0,67,0,0,9,18,30,1323,595,1953,20,1262,578,0,4,4,403,1,43,15,26,325,0,135
"1939.SKBTI.1104",6,1414,553,1072,49,169,0,7336,5,3762,180,1046,0,11,563,1460,0,304,0,40,0,0,0,0,0,267,1,0,198,0,336,257,31,1412,16,41,516,0,22,0,16,0,77,101,2,1,354,89
"1939.SKBTI.1105",0,592,1660,7121,74,294,54,21972,5,7652,347,4279,0,249,228,547,0,357,425,0,0,0,3,0,290,150,0,2,110,15,0,377,106,3535,4,629,731,8,57,16,64,0,154,31,68,1,668,181
"1939.SKBTI.1106",2,272,2682,3656,152,227,44,17050,8,4852,346,4651,0,188,232,11006,0,180,245,0,0,0,8,3,148,229,2,0,58,551,1,331,88,2613,0,754,547,9,39,0,73,0,76,9,15,15,258,93
"1939.SKBTI.1120",0,60,2818,81,19,19,5,17875,1,1559,91,2101,3,610,60,3198,0,279,490,0,0,0,2,3,0,90,0,0,25,86,1,37,0,793,4,531,398,194,30,46,8,17,24,57,15,76,4,144
"1939.SKBTI.1122",16,851,6288,7724,641,230,898,34280,9,8175,687,4813,0,2347,409,1196,0,139,1346,19,1,0,13,8,1,117,0,7,9,847,1955,1840,196,5319,20,1818,2392,343,293,32,78,0,1168,189,67,316,386,393
"1939.SKBTI.1125",6,2703,324,1384,131,980,8,11192,1,5108,598,2868,0,36,314,160,0,53,448,36,0,4,0,0,0,204,0,0,466,4,1,1677,195,2102,0,98,3166,30,13,0,16,0,114,12,6,3,1127,117
"1939.SKBTI.1127",0,314,1095,1848,2808,8,54,7245,0,8088,146,4309,0,1055,1192,177,0,285,0,0,100,0,16,0,10,36,0,0,19,589,0,268,0,844,16,672,899,0,78,0,12,0,17,12,5,20,145,2
"1939.SKBTI.1182",0,3692,340,1404,148,2372,224,10003,0,2252,211,1728,0,272,561,11,0,111,1364,72,49,0,14,0,0,364,0,7,59,7,4904,638,116,1517,29,58,1109,42,410,49,2,1,194,4,24,0,679,121
"1939.SKBTI.1184",13,9126,4108,2136,195,1429,10,44389,58,4684,282,4202,0,36,1433,164,0,171,2968,550,0,0,33,6,0,2418,0,0,402,29,0,860,0,2891,3,899,1226,47,26,2,4,0,19,0,329,1605,3966,1313
"1939.SKBTI.1185",42,6127,804,1469,66,710,1,25748,8,1872,71,2306,0,26,395,19,0,137,530,563,0,0,6,3,0,449,0,0,168,10,0,277,0,1196,0,274,304,23,18,0,0,0,15,0,90,59,1992,600
"1939.SKBTI.1193",0,1058,400,271,291,349,11,14259,0,1403,350,2049,0,72,376,74,0,57,572,4,0,0,3,33,0,385,0,4,27,3007,2,4445,54,764,30,378,2024,24,216,4,6,0,49,3,5,252,1505,241
"1939.SKBTI.1201",0,7,1148,2296,315,1113,2,22182,7,173,45,3689,0,4,838,12,0,0,886,0,0,0,0,1,0,556,0,0,0,49,0,1724,0,1473,0,240,2381,40,15,0,15,0,83,0,118,113,0,1
"1939.SKBTI.1222",0,4,64,1649,1111,85,250,14185,6,100,2,3808,0,117,24,2823,0,10,121,0,0,0,0,4,0,73,0,0,0,169,14,685,0,636,10,2121,1634,0,36,0,180,0,0,0,0,65,0,2
"1939.SKBTI.1223",0,3,111,2857,2174,188,472,16781,16,260,3,5981,0,319,38,4689,0,26,206,0,0,0,3,2,0,116,0,0,0,348,0,1800,3,1257,1,3694,3706,0,63,0,216,4,0,0,0,166,1,0
"1939.SKBTI.1226",0,718,2732,70,49,14,285,18652,0,5706,602,10374,38,633,898,8516,3,230,33,0,0,0,3,52,0,13,0,3,13,7028,1433,4947,8,6208,28,1418,2307,1963,209,208,4025,28,89,14,27,0,0,111
"1939.SKBTI.1227",1,1571,270,31,42,4820,37,24317,4,773,177,2522,1,2042,932,872,0,156,0,0,385,6,1,0,0,331,0,3,0,1464,67,530,314,431,2,216,2728,17,341,8,9,0,3,2,52,366,1,279
"1939.SKBTI.1235",0,400,1326,340,18,28,8,25680,1,3657,144,4761,0,179,2965,4,100,107,2,0,0,0,0,12,0,118,0,0,6,230,0,252,6,3049,8,2060,1560,5,14,0,11,0,108,269,36,2,25,24
"1939.SKBTI.1236",1,223,346,123,125,9,44,16568,7,373,386,1656,6,8067,348,7557,35,405,0,0,29,0,4,8,0,29,0,0,24,21,2,504,734,657,2,387,55,1,107,12,158,9,0,12,0,41,92,91
"1939.SKBTI.1245",0,1685,2590,13,13,505,438,16184,7,3105,400,6104,0,687,704,3,0,147,12,31,0,0,5,0,0,131,0,0,0,1,737,51,75,1131,71,3494,730,0,103,8,165,10,75,0,11,749,423,875
"1939.SKBTI.0970",0,5402,498,1931,3,40,7,19846,0,5306,535,2915,3,18,281,5,0,170,0,416,3,0,1,20,501,34,0,0,8,2,689,1626,460,1141,0,261,637,0,20,11,1,0,22,0,20,0,4,62
"1939.SKBTI.0974",0,1786,1769,6592,3,19,1,37322,2,1151,256,2610,0,71,318,1731,45,107,0,0,97,0,4,3,0,13,0,0,50,41,2,13658,0,816,9,1752,234,0,16,13,5,0,177,0,10,375,94,10
"1939.SKBTI.0963",0,8666,2048,8775,72,153,261,47030,11,12824,344,10167,13,276,920,1992,1,175,43,9,1,0,14,1,14,480,0,0,2,18,0,82,5,904,1,42,6203,2,49,63,96,3,868,0,28,25,4,38
"1939.SKBTI.0976",0,47,34,5,0,0,10,205,1,96,20,65,0,44,6,42652,0,0,0,32,0,0,8,39,0,11,0,0,0,0,18,1,0,123,12,29,28,0,47,0,1,0,71,7,0,0,0,9
"1939.SKBTI.1252",0,2195,104,914,8,14,16,26487,6,4692,740,5361,0,97,254,274,0,405,1,0,0,0,4,5,0,109,0,0,322,19,3,480,51,618,7,134,1742,1,68,1,1,0,40,1,12,1,1210,30
"1939.SKBTI.1147",9,509,205,2660,28,36,72,25329,0,2738,164,2969,0,85,227,7519,0,147,8,0,2,0,0,3,3,307,0,0,243,67,239,699,12,415,7,617,567,161,57,4,38,4,63,14,10,17,371,19
"1939.SKBTI.1281",0,269,52,988,0,16,185,19273,0,1207,2,389,285,15207,2,15,0,0,64,0,0,9,12,90,8,7,0,0,24,0,4,2,0,7,70,398,51,0,502,1410,3766,101,19,0,0,0,45,28
"1939.SKBTI.1286",0,0,417,5,64,10,3,16859,2,230,0,2004,0,8,46,9014,0,2,0,0,0,0,0,0,1,0,0,0,0,1574,2,4,0,89,2,828,214,2175,5,0,31,3,3,0,0,2,4,49
"1939.SKBTI.1287",0,2,409,6,118,0,0,18072,11,71,0,1633,0,59,11,9737,0,5,0,0,0,0,0,0,0,1,0,0,1,1124,1,4,0,73,0,576,126,1681,85,1,7,2,0,0,0,0,0,75
"1939.SKBTI.1298",1,2,666,2711,1127,26,3,1500,0,4616,263,818,4,171,147,3308,0,231,0,0,0,3,1,14,0,4,0,0,0,1140,13,307,3,1330,6,1728,398,5,90,18,10,0,49,61,0,7,1,0
"1939.SKBTI.1301",0,1384,243,413,28,5,17,12504,0,1598,114,1843,0,120,438,602,0,51,0,0,27,6,0,13,0,50,0,0,44,1,37,440,23,479,0,326,372,0,100,11,140,0,3,0,11,14,66,12
"1939.SKBTI.1305",0,1792,294,1573,3,140,22,11223,0,1084,374,1669,8,69,291,87,0,96,183,1,196,23,4,5,179,265,0,2,159,0,1559,444,88,892,0,138,809,12,44,0,12,0,6,10,5,1,393,110
"1939.SKBTI.1312",0,806,731,975,357,27,27,9085,0,174,3,688,0,1506,6,866,0,1,27,0,173,25,12,10,0,1,0,0,87,105,0,502,0,100,31,136,83,809,80,3,810,0,0,0,14,0,170,0
"1939.SKBTI.1313",0,15,996,344,309,0,22,1533,0,122,1,265,0,1077,8,151,0,120,0,0,0,0,0,24,0,0,0,0,0,222,0,17,15,158,15,61,72,1422,38,31,189,14,0,0,0,0,17,16
"1939.SKBTI.1322",6,3586,485,228,27,44,29,17675,0,1527,351,7606,0,33,2021,238,0,217,707,28,4,3,0,0,0,488,3,0,6,0,1,744,899,6211,1,93,2064,49,45,0,22,0,3,0,57,154,467,90
"1939.SKBTI.1334",0,1008,290,2826,13,3,24,6542,0,1445,205,2030,0,6,166,201,1,136,1,8,0,0,1,3,0,127,0,3,97,1,4203,322,61,1278,1,8,568,2,28,1,0,0,5,0,30,0,140,6
"1939.SKBTI.1335",0,1761,196,3052,12,13,8,9570,0,1538,240,1929,0,7,159,250,4,90,0,9,2,0,0,0,0,206,0,3,285,4,5805,405,77,2067,3,4,625,2,15,0,19,0,2,0,39,2,336,5
"1939.SKBTI.1342",0,1413,304,1993,0,564,9,11645,0,3741,366,1086,0,44,238,46,0,120,0,14,0,0,1,22,128,58,0,1,60,1,7553,1166,21,366,14,89,746,16,140,7,0,0,76,4,27,4,40,120
"1939.SKBTI.1314",0,194,917,1878,44,14,32,14951,14,524,152,1394,4,1879,44,770,0,1609,0,0,20,3,10,10,0,21,0,0,0,2,0,6,75,1686,3,158,409,0,30,159,205,0,153,67,18,34,4,313
"1939.121187",0,43,81,36,21,539,0,458,0,703,157,581,0,1,580,28,1,59,148,8,0,15,62,25,101,9,65,6,3,22,1,9,9,192,140,29,288,4,17230,0,10,0,95,6,4,3,17,4
"1939.SKBTI.0544",0,887,1042,3716,49,31,27,18120,32,3140,275,3808,12,4426,678,5823,0,136,5,0,646,0,5,2,0,940,0,2,1886,7,5,443,108,1558,9,129,2957,59,41,2038,174,30,47,24,24,13,2557,1253
"1939.SKBTI.0508",1,0,216,0,28,19,70,10181,2,739,111,1706,0,432,753,72,0,16,0,0,237,0,0,0,0,79,0,0,0,5,0,0,38,177,0,130,249,0,3,2,4,0,19,0,9,90,14,0
"1939.SKBTI.0513",0,5,69,1,1,6,1,14857,3,819,97,736,0,425,110,111,0,29,3,0,0,0,1,1,0,317,0,1,0,6,0,31,9,441,1,101,328,15,4,96,0,1,3,6,0,0,652,1
"1939.SKBTI.0550",0,35,14,16,0,0,178,203,0,27,0,4,53,2075,1,9223,0,0,1,0,0,0,9,5,0,2,0,0,0,0,0,0,0,0,11,1,38,0,108,233,77,4,0,0,0,0,2,4
"1939.SKBTI.0607",0,219,170,344,1,3,25,3668,0,214,9,418,68,592,61,4,0,16,479,0,0,0,0,0,0,211,0,0,31,0,0,0,0,39,3,113,29,0,31,180,102,0,2,0,0,17,98,0
"1939.SKBTI.0611",0,1094,474,122,8,63,52,13013,0,5020,280,2346,0,260,202,44,0,146,1,1,5,0,15,2,0,197,0,8,0,2,4184,940,8,1458,11,201,706,6,78,7,22,0,83,37,37,61,662,432
"1939.SKBTI.0610",0,3,1,0,0,0,488,5628,0,9,0,3,1,4529,0,261,0,1,566,0,0,2,0,0,0,0,17,0,0,215,1,37,0,1,0,0,397,225,1,667,1012,0,0,2,0,0,0,3
"1939.SKBTI.0617",0,0,54,814,0,5,4,1143,8,1698,13,323,5,22,57,1095,0,30,46,0,0,2,0,0,0,15,1,0,27,0,0,11,1,69,2,6,174,0,1,1,7,6,0,7,0,0,23,26
"1939.SKBTI.0647",0,10,62,0,1,0,0,144,0,6,10,35,0,933,0,8050,0,1,7,0,0,0,0,0,0,0,0,0,1,90,0,0,0,1,0,54,14,0,0,82,0,0,24,0,0,4,0,7
"1939.SKBTI012",1,94,252,31,23,28,10,1028,2,164,49,978,1,28,123,971,5,113,21,6,0,1,0,1,0,12,0,0,2,11,80,84,173,292,5,164,97,0,11,1,8,0,13,1,3,72,25,5
"1939.MGH105234",0,624,1209,2,0,20,5,8,13,0,27,165,4,811,41,971,0,526,1,0,0,0,0,2,0,53,0,0,0,0,1,1,8,215,23,300,319,1,101,0,3,0,17,0,0,0,0,0
"1939.SKBTI.0737",0,86,127,316,1,5,24,2627,0,1384,15,1045,25,213,6,203,0,20,0,0,0,0,0,2,0,76,0,0,0,4,1,0,0,194,0,59,262,0,23,1,57,0,1,0,0,2,97,0
"1939.SKBTI.0865",0,1,2,132,0,0,375,5912,0,7,0,431,8,34,0,1488,11200,0,0,0,0,0,1,2,0,0,0,0,10,0,0,0,0,1,0,1,181,0,3,5,2100,108,0,0,0,0,1,351
"1939.SKBTI.0867",0,430,159,1967,0,31,155,10199,8,1603,12,620,54,854,0,17,2,55,1094,0,0,1,4,17,5361,79,0,0,1,0,1,0,0,62,2,1,199,0,54,15,2264,0,0,0,0,0,1482,1
"1939.SKBTI.0868",0,39,18,852,0,0,7,3955,0,1090,5,93,19,706,1,1021,1,3,97,0,0,113,2,10,0,4,0,0,0,0,0,0,0,2,1,67,128,0,10,4,7,4,15,0,0,0,0,0
"1939.SKBTI.0881",0,686,311,1461,38,1326,3,13887,0,2331,1,1851,10,17,867,29,0,1,13,0,620,0,1,4,0,332,1,0,371,6,1,890,32,161,2,507,1858,0,7,3,5,0,0,0,84,68,2953,378
"1939.SKBTI.0882",0,0,1262,5,46,6,35,1806,4,23,124,2115,25,118,23,7868,48,60,1,0,447,1,1,7,0,0,0,0,0,12,1,1,150,355,1,103,209,0,22,5,8,0,0,70,0,8,18,0
